#         t          x          y          z         vx         vy         vz
      9.280     49.219    204.150    156.300     74.250   -109.608    -31.874
      9.290     49.960    203.049    155.978     73.994   -110.659    -32.682
      9.300     50.699    201.937    155.647     73.731   -111.716    -33.497
      9.310     51.435    200.814    155.308     73.462   -112.778    -34.318
      9.320     52.168    199.681    154.960     73.186   -113.845    -35.147
      9.330     52.898    198.537    154.605     72.902   -114.919    -35.982
      9.340     53.626    197.383    154.241     72.612   -115.998    -36.826
      9.350     54.351    196.217    153.868     72.315   -117.082    -37.676
      9.360     55.072    195.041    153.487     72.010   -118.173    -38.535
      9.370     55.791    193.854    153.097     71.697   -119.270    -39.401
      9.380     56.506    192.656    152.699     71.376   -120.373    -40.275
      9.390     57.218    191.446    152.292     71.048   -121.482    -41.157
      9.400     57.927    190.226    151.876     70.712   -122.597    -42.048
      9.410     58.632    188.994    151.451     70.367   -123.719    -42.947
      9.420     59.334    187.752    151.017     70.013   -124.848    -43.855
      9.430     60.033    186.497    150.574     69.651   -125.983    -44.771
      9.440     60.727    185.232    150.121     69.280   -127.125    -45.697
      9.450     61.418    183.955    149.660     68.900   -128.274    -46.632
      9.460     62.105    182.666    149.189     68.510   -129.431    -47.576
      9.470     62.788    181.366    148.708     68.111   -130.594    -48.530
      9.480     63.467    180.054    148.218     67.702   -131.765    -49.494
      9.490     64.142    178.731    147.718     67.283   -132.943    -50.468
      9.500     64.813    177.395    147.209     66.854   -134.129    -51.452
      9.510     65.479    176.048    146.689     66.414   -135.323    -52.447
      9.520     66.141    174.689    146.160     65.963   -136.525    -53.452
      9.530     66.799    173.318    145.620     65.500   -137.735    -54.468
      9.540     67.451    171.934    145.070     65.027   -138.953    -55.496
      9.550     68.099    170.539    144.510     64.541   -140.180    -56.535
      9.560     68.742    169.131    143.939     64.044   -141.415    -57.586
      9.570     69.380    167.710    143.358     63.534   -142.658    -58.649
      9.580     70.013    166.277    142.766     63.011   -143.911    -59.724
      9.590     70.640    164.832    142.164     62.475   -145.173    -60.812
      9.600     71.262    163.374    141.550     61.925   -146.444    -61.913
      9.610     71.878    161.903    140.925     61.362   -147.724    -63.027
      9.620     72.489    160.419    140.289     60.784   -149.014    -64.155
      9.630     73.094    158.923    139.642     60.192   -150.314    -65.296
      9.640     73.693    157.413    138.983     59.584   -151.624    -66.452
      9.650     74.286    155.890    138.313     58.960   -152.943    -67.623
      9.660     74.872    154.354    137.631     58.321   -154.274    -68.808
      9.670     75.452    152.805    136.937     57.665   -155.614    -70.009
      9.680     76.025    151.242    136.231     56.992   -156.966    -71.226
      9.690     76.592    149.665    135.512     56.301   -158.328    -72.459
      9.700     77.151    148.075    134.781     55.591   -159.702    -73.708
      9.710     77.704    146.471    134.038     54.863   -161.087    -74.975
      9.720     78.248    144.853    133.282     54.115   -162.483    -76.259
      9.730     78.786    143.221    132.513     53.348   -163.892    -77.561
      9.740     79.315    141.575    131.731     52.559   -165.312    -78.882
      9.750     79.837    139.915    130.935     51.749   -166.745    -80.222
      9.760     80.350    138.240    130.126     50.917   -168.190    -81.581
      9.770     80.855    136.551    129.303     50.061   -169.648    -82.961
      9.780     81.351    134.847    128.467     49.182   -171.119    -84.361
      9.790     81.839    133.129    127.616     48.278   -172.604    -85.783
      9.800     82.317    131.395    126.751     47.349   -174.102    -87.226
      9.810     82.785    129.647    125.871     46.393   -175.613    -88.692
      9.820     83.244    127.883    124.977     45.409   -177.139    -90.182
      9.830     83.693    126.104    124.068     44.397   -178.679    -91.695
      9.840     84.132    124.309    123.143     43.355   -180.234    -93.233
      9.850     84.560    122.499    122.203     42.282   -181.803    -94.797
      9.860     84.978    120.673    121.247     41.177   -183.388    -96.387
      9.870     85.384    118.831    120.275     40.039   -184.988    -98.004
      9.880     85.778    116.973    119.287     38.867   -186.603    -99.649
      9.890     86.161    115.099    118.282     37.658   -188.235   -101.323
      9.900     86.531    113.209    117.260     36.412   -189.883   -103.027
      9.910     86.889    111.301    116.221     35.126   -191.547   -104.762
      9.920     87.234    109.378    115.165     33.800   -193.228   -106.529
      9.930     87.565    107.437    114.090     32.431   -194.926   -108.329
      9.940     87.882    105.479    112.998     31.017   -196.641   -110.163
      9.950     88.185    103.504    111.887     29.557   -198.374   -112.032
      9.960     88.473    101.511    110.757     28.049   -200.125   -113.938
      9.970     88.746     99.501    109.608     26.489   -201.894   -115.882
      9.980     89.002     97.473    108.439     24.877   -203.681   -117.866
      9.990     89.243     95.428    107.250     23.208   -205.486   -119.890
     10.000     89.466     93.364    106.041     21.482   -207.310   -121.956
     10.010     89.672     91.281    104.811     19.694   -209.153   -124.066
     10.020     89.860     89.180    103.560     17.841   -211.015   -126.222
     10.030     90.029     87.061    102.286     15.921   -212.896   -128.425
     10.040     90.178     84.922    100.991     13.930   -214.797   -130.677
     10.050     90.307     82.765     99.673     11.864   -216.716   -132.980
     10.060     90.415     80.588     98.331      9.719   -218.655   -135.336
     10.070     90.501     78.392     96.966      7.492   -220.612   -137.748
     10.080     90.564     76.176     95.576      5.176   -222.589   -140.217
     10.090     90.604     73.940     94.161      2.768   -224.584   -142.747
     10.100     90.619     71.684     92.721      0.262   -226.598   -145.338
     10.110     90.609     69.408     91.254     -2.347   -228.629   -147.995
     10.120     90.572     67.111     89.760     -5.066   -230.678   -150.720
     10.130     90.507     64.794     88.239     -7.902   -232.744   -153.516
     10.140     90.413     62.456     86.690    -10.860   -234.825   -156.386
     10.150     90.289     60.098     85.111    -13.950   -236.920   -159.333
     10.160     90.133     57.718     83.503    -17.180   -239.029   -162.361
     10.170     89.944     55.317     81.863    -20.558   -241.150   -165.473
     10.180     89.721     52.895     80.193    -24.095   -243.280   -168.674
     10.190     89.462     50.451     78.489    -27.800   -245.417   -171.967
     10.200     89.164     47.986     76.753    -31.687   -247.559   -175.357
     10.210     88.827     45.500     74.982    -35.767   -249.702   -178.848
     10.220     88.448     42.992     73.175    -40.055   -251.842   -182.445
     10.230     88.025     40.463     71.332    -44.565   -253.975   -186.152
     10.240     87.555     37.913     69.452    -49.315   -256.095   -189.975
     10.250     87.037     35.341     67.532    -54.321   -258.196   -193.919
     10.260     86.468     32.749     65.573    -59.606   -260.270   -197.990
     10.270     85.844     30.136     63.572    -65.190   -262.308   -202.192
     10.280     85.162     27.503     61.528    -71.097   -264.299   -206.533
     10.290     84.420     24.851     59.440    -77.355   -266.231   -211.017
     10.300     83.613     22.179     57.307    -83.993   -268.089   -215.650
     10.310     82.738     19.489     55.127    -91.043   -269.855   -220.438
     10.320     81.790     16.782     52.898    -98.541   -271.508   -225.386
     10.330     80.765     14.060     50.618   -106.527   -273.023   -230.498
     10.340     79.657     11.323     48.287   -115.044   -274.370   -235.778
     10.350     78.461      8.573     45.902   -124.141   -275.515   -241.228
     10.360     77.171      5.814     43.461   -133.870   -276.414   -246.848
     10.370     75.780      3.047     40.964   -144.290   -277.018   -252.637
     10.380     74.281      0.275     38.408   -155.466   -277.265   -258.589
     10.390     72.667     -2.497     35.791   -167.466   -277.084   -264.692
     10.400     70.928     -5.264     33.113   -180.365   -276.387   -270.931
     10.410     69.054     -8.021     30.372   -194.244   -275.070   -277.279
     10.420     67.037    -10.762     27.567   -209.185   -273.008   -283.700
     10.430     64.865    -13.477     24.698   -225.274   -270.051   -290.142
     10.440     62.526    -16.157     21.765   -242.594   -266.022   -296.533
     10.450     60.007    -18.791     18.768   -261.219   -260.710   -302.778
     10.460     57.294    -21.364     15.710   -281.210   -253.866   -308.748
     10.470     54.375    -23.859     12.595   -302.597   -245.205   -314.276
     10.480     51.236    -26.257      9.428   -325.365   -234.401   -319.144
     10.490     47.862    -28.535      6.217   -349.429   -221.096   -323.080
     10.500     44.241    -30.665      2.973   -374.610   -204.911   -325.745
     10.510     40.365    -32.617     -0.289   -400.592   -185.478   -326.713
     10.520     36.228    -34.357     -3.549   -426.865   -162.505   -325.220
     10.530     31.830    -35.848     -6.780   -452.732   -135.822   -321.082
     10.540     27.180    -37.055     -9.955   -477.327   -105.437   -313.877
     10.550     22.295    -37.940    -13.041   -499.635    -71.622   -303.264
     10.560     17.204    -38.473    -16.003   -518.579    -34.973   -289.080
     10.570     11.945    -38.630    -18.805   -533.159      3.591   -271.411
     10.580      6.567    -38.397    -21.415   -542.604     42.893   -250.629
     10.590      1.121    -37.775    -23.805   -546.514     81.634   -227.374
     10.600     -4.336    -36.774    -25.955   -544.921    118.570   -202.475
     10.610     -9.752    -35.417    -27.851   -538.266    152.670   -176.826
     10.620    -15.080    -33.738    -29.492   -527.295    183.224   -151.274
     10.630    -20.281    -31.773    -30.881   -512.914    209.866   -126.522
     10.640    -25.326    -29.560    -32.029   -496.058    232.535   -103.088
     10.650    -30.194    -27.141    -32.951   -477.583    251.403    -81.300
     10.660    -34.873    -24.550    -33.664   -458.216    266.788    -61.324
     10.670    -39.357    -21.820    -34.186   -438.534    279.084    -43.200
     10.680    -43.644    -18.982    -34.537   -418.966    288.703    -26.878
     10.690    -47.738    -16.058    -34.732   -399.820    296.044    -12.257
     10.700    -51.644    -13.070    -34.790   -381.299    301.472      0.796
     10.710    -55.368    -10.036    -34.724   -363.530    305.309     12.425
     10.720    -58.919     -6.971    -34.548   -346.582    307.831     22.776
     10.730    -62.304     -3.885    -34.274   -330.484    309.273     31.986
     10.740    -65.532     -0.790    -33.913   -315.234    309.831     40.184
     10.750    -68.613      2.308    -33.475   -300.814    309.667     47.486
     10.760    -71.553      5.401    -32.967   -287.192    308.918     53.996
     10.770    -74.360      8.484    -32.398   -274.329    307.694     59.806
     10.780    -77.043     11.553    -31.774   -262.185    306.087     64.998
     10.790    -79.607     14.604    -31.101   -250.715    304.172     69.642
     10.800    -82.060     17.635    -30.384   -239.876    302.010     73.801
     10.810    -84.408     20.643    -29.627   -229.627    299.654     77.530
     10.820    -86.656     23.627    -28.835   -219.926    297.143     80.877
     10.830    -88.809     26.586    -28.011   -210.738    294.514     83.884
     10.840    -90.873     29.517    -27.159   -202.025    291.793     86.586
     10.850    -92.852     32.421    -26.281   -193.755    289.005     89.017
     10.860    -94.750     35.297    -25.380   -185.897    286.169     91.204
     10.870    -96.572     38.144    -24.458   -178.424    283.300     93.173
     10.880    -98.320     40.963    -23.517   -171.308    280.412     94.946
     10.890    -99.999     43.753    -22.560   -164.526    277.515     96.541
     10.900   -101.612     46.513    -21.587   -158.056    274.618     97.976
     10.910   -103.162     49.245    -20.601   -151.876    271.728     99.266
     10.920   -104.651     51.948    -19.603   -145.969    268.852    100.426
     10.930   -106.083     54.622    -18.593   -140.317    265.993    101.465
     10.940   -107.459     57.268    -17.574   -134.903    263.156    102.397
     10.950   -108.782     59.885    -16.546   -129.713    260.345    103.230
     10.960   -110.054     62.475    -15.510   -124.733    257.560    103.972
     10.970   -111.277     65.037    -14.467   -119.951    254.805    104.632
     10.980   -112.454     67.571    -13.417   -115.355    252.081    105.217
     10.990   -113.585     70.078    -12.363   -110.934    249.389    105.733
     11.000   -114.673     72.559    -11.303   -106.678    246.730    106.185
     11.010   -115.720     75.013    -10.239   -102.579    244.104    106.578
     11.020   -116.726     77.441     -9.172    -98.626    241.511    106.918
     11.030   -117.693     79.844     -8.101    -94.813    238.953    107.208
     11.040   -118.623     82.220     -7.028    -91.132    236.429    107.453
     11.050   -119.516     84.572     -5.952    -87.576    233.938    107.655
     11.060   -120.375     86.899     -4.875    -84.138    231.481    107.819
     11.070   -121.200     89.202     -3.796    -80.813    229.057    107.946
     11.080   -121.992     91.481     -2.716    -77.595    226.666    108.040
     11.090   -122.752     93.736     -1.635    -74.479    224.307    108.102
     11.100   -123.482     95.967     -0.554    -71.459    221.981    108.134
     11.110   -124.182     98.175      0.527    -68.531    219.686    108.134
     11.120   -124.853    100.361      1.608    -65.692    217.422    108.105
     11.130   -125.496    102.524      2.689    -62.936    215.189    108.052
     11.140   -126.112    104.665      3.769    -60.260    212.985    107.977
     11.150   -126.701    106.784      4.849    -57.661    210.811    107.883
     11.160   -127.265    108.881      5.927    -55.135    208.666    107.770
     11.170   -127.805    110.957      7.004    -52.679    206.549    107.640
     11.180   -128.319    113.012      8.079    -50.290    204.460    107.494
     11.190   -128.811    115.047      9.154    -47.964    202.398    107.333
     11.200   -129.279    117.060     10.226    -45.701    200.362    107.158
     11.210   -129.725    119.054     11.297    -43.496    198.352    106.970
     11.220   -130.149    121.028     12.365    -41.348    196.368    106.769
     11.230   -130.552    122.981     13.432    -39.254    194.408    106.557
     11.240   -130.935    124.916     14.497    -37.212    192.472    106.335
     11.250   -131.297    126.831     15.559    -35.221    190.560    106.102
     11.260   -131.639    128.727     16.619    -33.277    188.671    105.860
     11.270   -131.962    130.605     17.676    -31.380    186.805    105.609
     11.280   -132.267    132.463     18.731    -29.528    184.961    105.350
     11.290   -132.553    134.304     19.783    -27.718    183.138    105.083
     11.300   -132.822    136.126     20.832    -25.950    181.336    104.808
     11.310   -133.072    137.931     21.879    -24.222    179.555    104.527
     11.320   -133.306    139.717     22.923    -22.533    177.795    104.239
     11.330   -133.523    141.487     23.964    -20.881    176.053    103.945
     11.340   -133.724    143.239     25.002    -19.264    174.331    103.645
     11.350   -133.909    144.973     26.037    -17.683    172.628    103.340
     11.360   -134.078    146.691     27.068    -16.135    170.943    103.030
     11.370   -134.232    148.392     28.097    -14.619    169.276    102.715
     11.380   -134.370    150.077     29.123    -13.135    167.627    102.396
     11.390   -134.494    151.745     30.145    -11.681    165.995    102.072
     11.400   -134.604    153.397     31.164    -10.256    164.379    101.745
     11.410   -134.700    155.033     32.180     -8.860    162.781    101.413
     11.420   -134.781    156.653     33.192     -7.492    161.198    101.078
     11.430   -134.850    158.257     34.201     -6.150    159.630    100.740
     11.440   -134.905    159.845     35.207     -4.834    158.079    100.399
     11.450   -134.946    161.418     36.209     -3.543    156.542    100.054
     11.460   -134.976    162.976     37.208     -2.276    155.020     99.707
     11.470   -134.992    164.519     38.204     -1.034    153.512     99.357
     11.480   -134.996    166.046     39.195      0.186    152.018     99.005
     11.490   -134.989    167.559     40.184      1.384    150.539     98.650
     11.500   -134.969    169.057     41.168      2.560    149.072     98.293
     11.510   -134.937    170.541     42.150      3.715    147.619     97.934
     11.520   -134.895    172.010     43.127      4.849    146.179     97.573
     11.530   -134.841    173.464     44.101      5.964    144.751     97.211
     11.540   -134.775    174.905     45.071      7.059    143.336     96.846
     11.550   -134.699    176.331     46.038      8.136    141.933     96.480
     11.560   -134.613    177.744     47.001      9.194    140.542     96.112
     11.570   -134.516    179.142     47.960     10.234    139.162     95.743
     11.580   -134.408    180.527     48.916     11.257    137.794     95.372
     11.590   -134.291    181.898     49.868     12.263    136.437     95.000
     11.600   -134.163    183.256     50.816     13.253    135.091     94.627
     11.610   -134.026    184.600     51.760     14.226    133.756     94.252
     11.620   -133.879    185.931     52.701     15.184    132.431     93.877
     11.630   -133.722    187.249     53.638     16.126    131.117     93.500
     11.640   -133.556    188.553     54.571     17.054    129.813     93.123
     11.650   -133.381    189.845     55.500     17.967    128.518     92.744
     11.660   -133.197    191.124     56.426     18.866    127.233     92.365
     11.670   -133.004    192.390     57.347     19.751    125.958     91.985
     11.680   -132.802    193.643     58.265     20.623    124.692     91.604
     11.690   -132.591    194.884     59.179     21.481    123.436     91.222
     11.700   -132.372    196.112     60.090     22.327    122.188     90.839
     11.710   -132.145    197.327     60.996     23.160    120.949     90.456
     11.720   -131.909    198.531     61.899     23.981    119.719     90.072
     11.730   -131.665    199.722     62.798     24.789    118.497     89.688
     11.740   -131.413    200.901     63.693     25.586    117.283     89.303
     11.750   -131.154    202.067     64.584     26.371    116.078     88.918
     11.760   -130.886    203.222     65.471     27.146    114.881     88.532
     11.770   -130.611    204.365     66.354     27.909    113.691     88.146
     11.780   -130.328    205.496     67.234     28.661    112.509     87.759
     11.790   -130.038    206.615     68.110     29.403    111.335     87.371
     11.800   -129.740    207.723     68.981     30.135    110.168     86.984
     11.810   -129.435    208.819     69.849     30.856    109.009     86.596
     11.820   -129.123    209.903     70.713     31.568    107.856     86.207
     11.830   -128.804    210.976     71.573     32.270    106.711     85.818
     11.840   -128.478    212.037     72.430     32.962    105.572     85.429
     11.850   -128.145    213.087     73.282     33.645    104.441     85.040
     11.860   -127.805    214.126     74.130     34.319    103.316     84.650
     11.870   -127.458    215.154     74.975     34.984    102.197     84.260
     11.880   -127.105    216.170     75.816     35.641    101.085     83.870
     11.890   -126.745    217.175     76.652     36.289     99.979     83.479
     11.900   -126.379    218.170     77.485     36.928     98.879     83.088
     11.910   -126.007    219.153     78.314     37.559     97.785     82.697
     11.920   -125.628    220.125     79.139     38.182     96.698     82.306
     11.930   -125.243    221.087     79.960     38.798     95.616     81.914
     11.940   -124.852    222.038     80.777     39.405     94.540     81.523
     11.950   -124.455    222.978     81.591     40.005     93.469     81.131
     11.960   -124.052    223.907     82.400     40.597     92.404     80.739
     11.970   -123.643    224.826     83.205     41.182     91.345     80.346
     11.980   -123.229    225.734     84.007     41.759     90.291     79.954
     11.990   -122.808    226.632     84.804     42.330     89.242     79.561
     12.000   -122.382    227.519     85.598     42.893     88.198     79.168
     12.010   -121.950    228.396     86.388     43.450     87.159     78.775
